,Marital status,attendance,Course,Esn,Debtor,fees,Gender,scholarship,Target,Sector
70,0,1,9,0,0,1,1,0,2,Business and Communication
71,0,1,12,0,0,1,1,0,1,Social Services and Health
72,0,1,2,0,0,1,1,0,0,Technology and Design
73,0,1,11,0,0,1,1,0,0,Tourism
74,0,1,15,0,0,1,1,0,1,Business and Communication
75,0,1,9,0,1,1,1,0,0,Business and Communication
76,0,1,11,0,0,1,1,1,0,Tourism
77,0,1,15,0,1,1,1,1,1,Business and Communication
78,0,1,12,0,0,1,1,1,1,Social Services and Health
79,1,0,3,0,0,1,1,0,1,Social Services and Health
80,0,1,16,0,0,1,1,0,0,Education
81,0,0,17,0,0,1,1,0,0,Business and Communication
82,0,1,4,0,1,1,1,0,0,Agronomy and Veterinary Science
83,0,1,11,0,0,1,1,0,2,Tourism
84,1,0,3,0,0,1,0,0,1,Social Services and Health
85,0,1,12,0,0,1,0,1,1,Social Services and Health
86,0,1,14,0,0,1,0,1,1,Business and Communication
87,0,1,5,0,0,1,1,0,1,Technology and Design
88,0,1,9,0,0,1,1,0,2,Business and Communication
89,0,1,7,0,1,1,1,0,2,Technology and Design
90,0,1,12,0,0,1,1,0,0,Social Services and Health
91,0,1,15,0,0,0,0,0,1,Business and Communication
92,0,1,8,0,0,1,0,0,0,Agronomy and Veterinary Science
93,1,1,16,0,0,1,0,0,0,Education
94,1,0,3,0,0,1,0,0,1,Social Services and Health
95,0,1,7,0,0,1,1,0,2,Technology and Design
96,0,1,15,0,0,1,0,0,1,Business and Communication
97,0,1,12,0,0,1,0,1,1,Social Services and Health
98,0,1,6,0,0,1,0,0,2,Agronomy and Veterinary Science
99,0,1,12,0,1,0,0,0,0,Social Services and Health
100,0,1,6,0,0,1,0,0,0,Agronomy and Veterinary Science
101,0,1,2,0,0,1,0,0,1,Technology and Design
102,1,0,3,0,0,1,0,0,0,Social Services and Health
103,0,1,4,0,0,1,0,0,1,Agronomy and Veterinary Science
104,0,1,16,0,0,1,0,0,0,Education
105,0,1,5,0,1,1,0,0,1,Technology and Design
106,0,1,10,0,0,1,0,0,0,Social Services and Health
107,0,1,6,0,0,1,0,0,0,Agronomy and Veterinary Science
108,0,1,12,0,0,1,0,0,0,Social Services and Health
109,0,1,16,0,0,1,0,0,2,Education
110,0,1,10,0,0,1,0,0,1,Social Services and Health
111,0,1,9,0,0,1,0,1,2,Business and Communication
112,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
113,0,1,15,0,0,1,0,0,1,Business and Communication
114,0,1,12,0,0,1,0,0,0,Social Services and Health
115,0,1,12,0,0,1,0,0,2,Social Services and Health
116,0,1,10,0,0,1,0,1,2,Social Services and Health
117,0,1,9,0,0,1,0,0,2,Business and Communication
118,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
119,0,1,9,0,0,1,0,0,1,Business and Communication
120,0,1,11,0,0,1,0,0,0,Tourism
121,0,1,9,0,0,1,0,0,1,Business and Communication
122,0,1,2,0,0,1,0,0,0,Technology and Design
123,0,1,14,0,0,1,0,1,1,Business and Communication
124,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
125,0,1,13,0,0,1,0,0,0,Social Services and Health
126,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
127,0,1,16,0,0,1,0,1,2,Education
128,0,1,10,0,0,1,0,0,1,Social Services and Health
129,0,1,12,0,0,1,0,0,1,Social Services and Health
130,0,1,12,0,0,1,0,1,0,Social Services and Health
131,0,1,5,0,0,1,0,0,1,Technology and Design
132,0,1,9,0,0,1,0,0,1,Business and Communication
133,0,1,12,0,0,1,0,0,0,Social Services and Health
134,0,1,10,0,0,1,0,0,1,Social Services and Health
135,0,1,14,0,1,0,0,1,0,Business and Communication
136,0,1,14,0,0,1,0,0,1,Business and Communication
137,0,1,15,0,1,1,0,1,1,Business and Communication
138,0,1,12,0,0,1,0,1,2,Social Services and Health
139,0,1,12,0,0,1,0,0,1,Social Services and Health
140,0,1,12,0,0,1,0,0,1,Social Services and Health
141,0,1,15,0,0,1,0,1,1,Business and Communication
142,0,1,9,0,1,0,0,0,2,Business and Communication
143,0,1,10,0,0,1,0,1,1,Social Services and Health
144,0,1,12,0,0,1,0,1,1,Social Services and Health
145,0,1,16,0,0,1,0,1,1,Education
146,0,1,11,0,0,1,0,0,0,Tourism
147,0,1,11,0,0,1,0,0,0,Tourism
148,0,1,9,0,0,1,0,0,1,Business and Communication
149,0,1,12,0,0,1,0,1,1,Social Services and Health
150,0,1,2,0,0,1,0,0,2,Technology and Design
151,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
152,0,1,16,0,0,1,0,0,2,Education
153,0,1,16,0,0,1,0,0,1,Education
154,0,1,16,0,0,1,0,0,0,Education
155,0,1,16,0,0,1,0,0,0,Education
156,0,1,9,0,0,1,0,1,1,Business and Communication
157,0,1,10,0,0,1,0,1,1,Social Services and Health
158,0,1,10,0,0,1,0,0,1,Social Services and Health
159,0,0,3,0,0,1,0,1,1,Social Services and Health
160,0,1,14,0,0,1,0,0,0,Business and Communication
161,0,1,12,0,0,1,0,1,1,Social Services and Health
162,0,1,12,0,0,1,0,0,1,Social Services and Health
163,0,1,16,0,0,1,0,0,0,Education
164,0,1,14,0,0,1,0,0,1,Business and Communication
165,0,1,15,0,0,1,0,1,1,Business and Communication
166,0,1,4,0,1,1,0,0,2,Agronomy and Veterinary Science
167,0,1,10,0,0,1,0,0,1,Social Services and Health
168,0,1,12,0,0,1,0,0,1,Social Services and Health
169,0,1,10,0,0,1,0,0,0,Social Services and Health
170,0,1,6,0,0,1,0,0,2,Agronomy and Veterinary Science
171,0,1,13,0,0,1,0,0,1,Social Services and Health
172,0,1,12,0,0,1,0,0,1,Social Services and Health
173,0,0,3,0,0,1,0,0,1,Social Services and Health
174,0,1,11,0,1,0,0,0,0,Tourism
175,0,1,14,0,0,1,0,1,2,Business and Communication
176,0,1,16,0,0,1,0,0,1,Education
177,0,1,12,0,0,1,0,0,0,Social Services and Health
178,0,1,16,0,0,1,0,0,0,Education
179,0,1,12,0,0,1,0,0,0,Social Services and Health
180,0,1,16,0,0,1,0,0,1,Education
181,0,0,17,0,0,1,0,1,2,Business and Communication
182,0,1,15,0,1,0,0,0,0,Business and Communication
183,0,1,5,0,0,0,0,0,0,Technology and Design
184,0,1,11,0,0,1,0,0,0,Tourism
185,0,1,9,0,1,0,0,0,0,Business and Communication
186,0,1,10,0,1,0,0,0,2,Social Services and Health
187,0,1,12,0,0,1,0,1,1,Social Services and Health
188,0,1,6,0,0,1,0,0,0,Agronomy and Veterinary Science
189,0,1,5,0,0,1,0,0,1,Technology and Design
190,0,1,11,0,0,1,0,1,1,Tourism
191,0,0,3,0,0,1,0,0,2,Social Services and Health
192,0,1,9,0,0,1,0,0,0,Business and Communication
193,0,1,16,0,0,1,0,0,0,Education
194,0,1,12,0,0,1,0,0,1,Social Services and Health
195,0,0,17,0,0,1,0,0,0,Business and Communication
196,0,1,12,0,0,1,0,0,1,Social Services and Health
197,0,1,7,0,0,1,0,0,0,Technology and Design
198,0,1,16,0,0,1,0,0,1,Education
199,0,1,12,0,0,1,0,0,2,Social Services and Health
200,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
201,0,1,10,0,0,1,0,0,1,Social Services and Health
202,0,1,12,0,0,1,0,0,1,Social Services and Health
203,0,1,10,0,1,1,0,0,1,Social Services and Health
204,0,1,10,0,0,1,0,1,1,Social Services and Health
205,0,1,10,0,0,1,0,0,1,Social Services and Health
206,0,1,12,0,0,1,0,0,1,Social Services and Health
207,0,1,15,0,0,1,0,1,1,Business and Communication
208,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
209,0,1,11,0,0,1,0,1,0,Tourism
210,0,1,12,0,0,1,0,1,1,Social Services and Health
211,0,1,12,0,0,1,0,1,1,Social Services and Health
212,0,1,8,0,0,1,0,1,1,Agronomy and Veterinary Science
213,0,0,17,0,0,1,0,1,0,Business and Communication
214,0,1,15,0,0,1,0,0,1,Business and Communication
215,0,1,13,0,0,1,0,0,2,Social Services and Health
216,0,1,9,0,0,1,0,1,1,Business and Communication
217,0,0,3,0,0,1,0,0,0,Social Services and Health
218,0,0,3,0,0,1,0,1,0,Social Services and Health
219,0,1,6,0,0,1,0,0,0,Agronomy and Veterinary Science
220,0,1,9,0,0,1,0,1,1,Business and Communication
221,1,1,16,1,0,1,0,1,1,Education
222,0,1,11,0,0,1,0,0,0,Tourism
223,0,1,12,0,0,1,0,1,1,Social Services and Health
224,0,1,12,0,0,1,0,1,1,Social Services and Health
225,1,0,17,0,0,1,0,0,1,Business and Communication
226,1,1,9,0,0,1,0,0,1,Business and Communication
227,0,1,10,0,0,1,0,1,1,Social Services and Health
228,0,1,14,0,0,1,0,0,0,Business and Communication
229,0,1,12,0,0,1,0,1,1,Social Services and Health
230,0,1,11,0,0,1,0,0,1,Tourism
231,0,1,11,0,0,1,0,0,0,Tourism
232,0,1,14,0,0,1,0,0,1,Business and Communication
233,0,1,11,0,0,1,0,1,1,Tourism
234,0,1,9,0,0,1,0,0,0,Business and Communication
235,0,1,10,0,0,1,0,1,1,Social Services and Health
236,0,1,16,0,0,1,0,1,1,Education
237,0,1,10,1,0,1,0,1,1,Social Services and Health
238,0,1,8,0,0,0,0,0,0,Agronomy and Veterinary Science
239,0,1,6,0,1,0,0,0,0,Agronomy and Veterinary Science
240,0,1,12,0,0,1,0,0,2,Social Services and Health
241,0,1,2,0,0,1,0,0,2,Technology and Design
242,0,1,9,0,0,1,0,1,1,Business and Communication
243,0,1,9,0,0,0,0,0,0,Business and Communication
244,0,1,9,0,0,1,0,1,1,Business and Communication
245,0,1,12,0,0,1,0,0,1,Social Services and Health
246,0,1,12,0,0,1,0,1,1,Social Services and Health
247,0,1,4,0,1,0,0,0,0,Agronomy and Veterinary Science
248,0,1,11,0,0,1,0,0,1,Tourism
249,0,1,14,0,0,1,0,1,1,Business and Communication
250,0,1,5,0,0,1,0,0,2,Technology and Design
251,0,1,15,0,0,1,0,1,0,Business and Communication
252,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
253,0,1,15,0,0,1,0,0,2,Business and Communication
254,0,1,9,0,0,1,0,0,1,Business and Communication
255,1,1,13,0,1,0,0,1,0,Social Services and Health
256,0,0,17,0,0,1,0,0,1,Business and Communication
257,0,1,5,0,0,1,0,0,2,Technology and Design
258,0,1,10,0,0,1,0,1,1,Social Services and Health
259,0,1,10,0,1,0,0,0,0,Social Services and Health
260,0,1,11,0,0,1,0,1,1,Tourism
261,0,0,3,0,0,1,0,0,0,Social Services and Health
262,0,1,7,0,1,0,0,0,0,Technology and Design
263,0,1,10,0,0,1,0,0,1,Social Services and Health
264,0,1,10,0,0,1,0,0,1,Social Services and Health
265,0,1,15,0,0,1,0,0,1,Business and Communication
266,0,1,12,0,0,1,0,0,1,Social Services and Health
267,0,1,15,0,0,1,0,1,1,Business and Communication
268,0,1,5,0,0,1,0,1,1,Technology and Design
269,0,1,12,0,0,1,0,1,1,Social Services and Health
270,0,1,4,0,0,1,0,1,1,Agronomy and Veterinary Science
271,0,1,9,0,0,0,0,0,0,Business and Communication
272,0,1,9,0,0,1,0,0,1,Business and Communication
273,0,1,12,0,0,1,0,0,1,Social Services and Health
274,0,1,10,0,0,1,0,0,1,Social Services and Health
275,0,1,12,0,0,1,0,0,1,Social Services and Health
276,0,1,16,0,0,1,0,0,0,Education
277,1,1,8,0,1,0,0,0,0,Agronomy and Veterinary Science
278,0,1,12,0,0,1,0,1,2,Social Services and Health
279,0,1,12,0,0,1,0,1,1,Social Services and Health
280,0,1,9,0,0,1,0,1,1,Business and Communication
281,0,0,3,0,0,1,0,1,1,Social Services and Health
282,1,0,17,0,0,1,0,0,1,Business and Communication
283,0,1,5,0,0,1,0,1,1,Technology and Design
284,0,0,3,0,0,1,0,0,1,Social Services and Health
285,1,1,15,0,0,1,0,0,1,Business and Communication
286,0,1,5,0,0,1,0,0,2,Technology and Design
287,0,0,3,0,0,1,0,0,1,Social Services and Health
288,0,0,3,0,0,1,0,1,1,Social Services and Health
289,0,1,12,0,0,1,0,0,1,Social Services and Health
290,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
291,0,1,4,0,1,1,0,1,1,Agronomy and Veterinary Science
292,0,1,4,0,0,1,0,0,2,Agronomy and Veterinary Science
293,0,1,10,0,0,1,0,1,1,Social Services and Health
294,0,1,5,0,0,1,0,1,0,Technology and Design
295,1,1,12,0,0,1,0,1,1,Social Services and Health
296,0,1,15,0,0,1,0,1,1,Business and Communication
297,0,1,10,0,0,1,0,0,1,Social Services and Health
298,0,1,13,0,0,1,0,0,1,Social Services and Health
299,0,1,12,0,0,1,0,0,1,Social Services and Health
300,0,1,14,0,0,1,0,0,1,Business and Communication
301,0,1,6,0,0,1,0,1,1,Agronomy and Veterinary Science
302,0,1,12,0,0,1,0,1,1,Social Services and Health
303,0,1,14,0,1,0,0,0,0,Business and Communication
304,0,1,10,0,0,1,0,0,0,Social Services and Health
305,0,1,14,0,0,1,0,0,2,Business and Communication
306,0,1,14,0,0,1,0,0,1,Business and Communication
307,0,1,8,0,0,1,0,0,0,Agronomy and Veterinary Science
308,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
309,0,1,8,0,1,0,0,0,0,Agronomy and Veterinary Science
310,0,1,10,0,1,1,0,0,1,Social Services and Health
311,0,1,16,0,0,1,0,0,0,Education
312,0,1,9,0,0,1,0,1,1,Business and Communication
313,0,1,16,0,0,1,0,1,1,Education
314,0,1,9,0,0,1,0,0,0,Business and Communication
315,0,1,9,0,0,1,0,0,1,Business and Communication
316,0,1,12,0,0,1,0,1,1,Social Services and Health
317,0,1,12,0,0,1,0,0,1,Social Services and Health
318,0,1,10,0,0,1,0,1,1,Social Services and Health
319,0,1,12,0,0,1,0,0,2,Social Services and Health
320,0,1,6,0,1,0,0,0,0,Agronomy and Veterinary Science
321,0,1,12,0,0,1,0,1,1,Social Services and Health
322,0,1,12,0,0,1,0,0,1,Social Services and Health
323,0,1,9,0,0,1,0,0,1,Business and Communication
324,0,1,6,0,0,1,0,0,2,Agronomy and Veterinary Science
325,0,1,11,0,0,1,0,0,1,Tourism
326,0,1,12,0,0,1,0,0,1,Social Services and Health
327,0,1,10,0,1,1,0,0,1,Social Services and Health
328,0,1,16,0,0,1,0,0,2,Education
329,0,1,6,0,0,1,0,0,2,Agronomy and Veterinary Science
330,0,1,16,0,0,1,0,0,2,Education
331,0,1,7,0,1,1,0,0,0,Technology and Design
332,0,1,10,0,0,1,0,0,1,Social Services and Health
333,0,0,3,0,0,1,0,0,1,Social Services and Health
334,0,1,10,0,0,1,0,1,1,Social Services and Health
335,0,1,10,0,0,1,0,0,1,Social Services and Health
336,0,1,16,0,1,1,0,0,1,Education
337,0,1,12,0,0,1,0,1,1,Social Services and Health
338,0,1,10,0,0,1,0,0,1,Social Services and Health
339,0,1,8,0,0,1,0,0,1,Agronomy and Veterinary Science
340,0,1,6,0,0,1,0,0,2,Agronomy and Veterinary Science
341,0,1,2,0,0,1,0,0,0,Technology and Design
342,1,0,3,0,0,1,0,0,1,Social Services and Health
343,0,1,4,0,0,1,0,0,1,Agronomy and Veterinary Science
344,0,1,9,0,0,1,0,0,2,Business and Communication
345,0,1,15,0,0,1,0,0,1,Business and Communication
346,0,1,10,0,0,1,0,0,2,Social Services and Health
347,0,0,17,0,0,1,0,0,1,Business and Communication
348,1,1,10,0,0,1,0,0,1,Social Services and Health
349,0,0,3,0,0,1,0,0,2,Social Services and Health
350,0,1,11,0,0,1,0,0,0,Tourism
351,0,1,15,0,0,1,0,1,1,Business and Communication
352,0,1,2,0,0,0,0,0,0,Technology and Design
353,1,1,12,0,1,1,0,1,1,Social Services and Health
354,0,1,11,0,1,0,0,0,0,Tourism
355,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
356,0,1,12,0,0,1,0,0,1,Social Services and Health
357,0,0,17,0,0,1,0,0,0,Business and Communication
358,0,1,4,0,1,1,0,1,2,Agronomy and Veterinary Science
359,0,1,6,0,0,1,0,0,0,Agronomy and Veterinary Science
360,0,1,16,0,0,1,0,0,1,Education
361,0,1,15,0,1,1,0,0,0,Business and Communication
362,0,1,9,0,0,1,0,0,2,Business and Communication
363,0,1,6,0,0,1,0,1,1,Agronomy and Veterinary Science
364,0,1,12,0,0,1,0,0,2,Social Services and Health
365,0,1,6,0,0,1,0,1,1,Agronomy and Veterinary Science
366,0,1,12,0,0,1,0,1,1,Social Services and Health
367,0,1,6,0,0,1,0,0,2,Agronomy and Veterinary Science
368,0,1,16,0,0,1,0,1,1,Education
369,0,1,12,0,0,1,0,0,0,Social Services and Health
370,1,0,3,0,0,1,0,0,1,Social Services and Health
371,0,0,17,0,0,1,0,1,2,Business and Communication
372,0,1,15,0,0,1,0,1,1,Business and Communication
373,0,0,17,0,0,1,0,0,1,Business and Communication
374,1,1,6,0,0,1,0,0,0,Agronomy and Veterinary Science
375,1,0,3,0,1,1,0,0,2,Social Services and Health
376,0,1,9,0,0,0,0,0,0,Business and Communication
377,0,1,12,0,0,1,0,1,1,Social Services and Health
378,0,1,16,0,0,0,0,1,2,Education
379,0,1,6,0,0,1,0,0,2,Agronomy and Veterinary Science
380,0,1,12,0,0,1,0,1,0,Social Services and Health
381,0,1,12,0,0,1,0,0,2,Social Services and Health
382,0,1,10,0,0,1,0,0,2,Social Services and Health
383,0,1,16,0,0,1,0,1,1,Education
384,0,1,9,0,0,1,0,0,1,Business and Communication
385,0,1,10,0,0,1,0,0,1,Social Services and Health
386,0,1,16,0,0,1,0,0,1,Education
387,0,0,17,0,0,1,0,0,1,Business and Communication
388,0,1,16,0,0,1,0,0,2,Education
389,0,0,3,0,0,1,0,1,1,Social Services and Health
390,0,1,6,0,0,1,0,0,2,Agronomy and Veterinary Science
391,0,1,12,1,0,1,0,0,2,Social Services and Health
392,0,1,15,0,1,0,0,0,0,Business and Communication
393,0,1,6,0,0,0,0,0,0,Agronomy and Veterinary Science
394,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
395,0,1,12,0,0,1,0,1,1,Social Services and Health
396,0,1,10,0,0,1,0,0,1,Social Services and Health
397,0,1,6,0,0,1,0,1,1,Agronomy and Veterinary Science
398,0,1,14,0,1,1,0,0,0,Business and Communication
399,0,1,9,0,0,1,0,0,0,Business and Communication
400,0,1,5,0,0,1,0,1,2,Technology and Design
401,0,1,11,0,0,1,0,0,2,Tourism
402,0,1,15,1,0,1,0,0,2,Business and Communication
403,0,1,11,0,0,1,0,0,2,Tourism
404,0,1,12,0,0,1,0,0,1,Social Services and Health
405,0,1,2,0,0,1,0,0,1,Technology and Design
406,0,1,5,0,0,1,0,0,1,Technology and Design
407,0,0,17,0,0,1,0,0,1,Business and Communication
408,0,1,10,0,0,1,0,0,1,Social Services and Health
409,0,1,6,0,0,1,0,0,0,Agronomy and Veterinary Science
410,0,1,12,0,0,1,0,1,1,Social Services and Health
411,0,1,12,0,0,1,0,0,1,Social Services and Health
412,0,1,12,0,0,1,0,0,1,Social Services and Health
413,0,0,17,0,0,1,0,0,1,Business and Communication
414,0,1,10,0,0,1,0,1,1,Social Services and Health
415,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
416,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
417,0,1,16,0,0,1,0,0,0,Education
418,0,1,12,0,0,1,0,1,1,Social Services and Health
419,0,1,12,0,0,1,0,0,0,Social Services and Health
420,0,1,12,0,0,1,0,1,1,Social Services and Health
421,0,0,17,0,0,1,0,0,1,Business and Communication
422,0,1,6,0,0,1,0,0,0,Agronomy and Veterinary Science
423,0,1,12,0,0,1,0,0,1,Social Services and Health
424,0,1,13,0,0,1,0,0,1,Social Services and Health
425,0,1,12,0,0,1,0,0,1,Social Services and Health
426,0,1,14,0,0,1,0,0,1,Business and Communication
427,0,1,9,0,0,1,0,0,2,Business and Communication
428,0,1,6,0,0,1,0,0,0,Agronomy and Veterinary Science
429,0,1,14,0,0,1,0,0,1,Business and Communication
430,0,1,12,0,0,1,0,1,1,Social Services and Health
431,0,0,3,0,0,1,0,1,1,Social Services and Health
432,0,1,9,0,0,1,0,1,1,Business and Communication
433,0,1,12,0,0,1,0,1,0,Social Services and Health
434,0,1,15,0,0,1,0,0,1,Business and Communication
435,0,1,12,0,0,1,0,1,1,Social Services and Health
436,0,1,11,0,0,1,0,1,2,Tourism
437,0,1,14,0,0,1,0,1,1,Business and Communication
438,0,1,14,0,0,1,0,0,0,Business and Communication
439,1,1,12,0,0,1,0,0,1,Social Services and Health
440,0,1,13,0,0,1,0,0,2,Social Services and Health
441,0,1,8,0,1,1,0,0,2,Agronomy and Veterinary Science
442,0,1,12,0,0,1,0,0,1,Social Services and Health
443,0,1,12,0,0,1,0,1,1,Social Services and Health
444,0,1,14,0,0,1,0,0,1,Business and Communication
445,0,1,10,0,0,1,0,1,1,Social Services and Health
446,0,1,12,0,0,1,0,1,1,Social Services and Health
447,0,1,12,0,0,1,0,0,0,Social Services and Health
448,0,1,15,0,0,1,0,0,1,Business and Communication
449,0,1,11,0,0,1,0,1,2,Tourism
450,0,1,12,0,0,1,0,0,1,Social Services and Health
451,0,1,12,0,0,1,0,1,1,Social Services and Health
452,0,1,12,0,0,1,0,0,1,Social Services and Health
453,0,1,6,0,0,1,0,0,1,Agronomy and Veterinary Science
454,0,1,9,0,0,1,0,0,2,Business and Communication
455,1,0,3,0,0,1,0,0,1,Social Services and Health
456,0,1,4,0,0,1,0,0,0,Agronomy and Veterinary Science
457,0,1,16,0,0,1,0,0,0,Education
458,1,1,4,0,0,1,0,0,1,Agronomy and Veterinary Science
459,0,1,15,0,0,1,0,1,1,Business and Communication
460,0,1,8,0,0,1,0,0,1,Agronomy and Veterinary Science
461,0,1,5,0,0,1,0,1,1,Technology and Design
462,0,1,10,0,0,1,0,0,1,Social Services and Health
463,0,1,9,0,1,1,0,0,1,Business and Communication
464,0,1,10,0,0,1,0,0,2,Social Services and Health
465,0,0,3,0,0,1,0,0,0,Social Services and Health
466,0,1,16,0,0,1,0,0,2,Education
467,0,1,10,0,0,1,0,1,1,Social Services and Health
468,0,1,12,0,0,1,0,1,1,Social Services and Health
469,0,1,10,0,0,1,0,1,1,Social Services and Health
470,0,1,12,0,0,1,0,1,1,Social Services and Health
471,0,1,11,0,0,1,0,1,1,Tourism
472,0,1,14,0,0,1,0,0,0,Business and Communication
473,0,1,12,0,0,1,0,0,1,Social Services and Health
474,0,1,11,0,0,0,0,0,0,Tourism
475,0,1,14,0,0,1,0,0,1,Business and Communication
476,0,1,13,0,0,1,0,0,0,Social Services and Health
477,0,1,12,0,0,1,0,0,0,Social Services and Health
478,0,1,12,1,0,1,0,0,1,Social Services and Health
479,0,1,10,0,0,1,0,1,2,Social Services and Health
480,0,1,12,0,0,1,0,0,1,Social Services and Health
481,0,1,12,0,0,1,0,1,1,Social Services and Health
482,0,1,12,0,0,1,0,0,0,Social Services and Health
483,0,1,6,0,0,1,0,0,2,Agronomy and Veterinary Science
484,0,1,12,0,0,1,0,1,1,Social Services and Health
485,0,1,16,0,0,1,0,1,1,Education
486,0,1,14,0,0,1,0,0,0,Business and Communication
487,0,1,14,0,0,1,0,0,0,Business and Communication
488,0,1,12,0,0,1,0,1,1,Social Services and Health
489,0,1,12,0,0,1,0,1,1,Social Services and Health
490,0,1,5,0,0,1,0,0,1,Technology and Design
491,0,1,14,0,0,1,0,0,1,Business and Communication
492,0,1,12,0,0,1,0,0,1,Social Services and Health
493,0,1,6,0,1,1,0,0,2,Agronomy and Veterinary Science
494,0,1,16,1,0,1,0,0,2,Education
495,0,1,8,0,1,0,0,0,0,Agronomy and Veterinary Science
496,0,1,13,0,0,1,0,0,0,Social Services and Health
